Video ID,Session,View Count,Like Count,Comment Count,Video Category,Video Published At
I1cPbwuMc3U,5,242974,636,2,Info,2024-10-21 14:29:42
3s6uanj_5DY,5,10034,705,74,Recreation,2024-10-21 14:26:44
XzW21Dj6PIQ,5,2899,251,4,Recreation,2024-10-21 14:15:02
bD-R-2DPzuc,5,629930,14868,217,Info,2024-10-21 14:05:31
f-Dvm17aVxk,5,13126,379,49,Recreation,2024-10-21 14:00:42
RzQpDaa2044,5,2203419,31325,35,Recreation,2024-10-21 13:32:11
Gs1r0uzedBw,5,1885,238,3,Info,2024-10-21 13:31:20
F4oaCRpuCtU,5,49707,373,55,Info,2024-10-21 13:28:10
ng_xV81XhHM,5,6467,38,56,Info,2024-10-21 13:03:08
yGLEpVbJm40,5,1389338,34467,8220,Info,2024-10-21 13:01:10
lKwo4S2VA3c,5,44926,251,6,Info,2024-10-21 13:01:47
T0sPOtCwXio,5,1295,308,15,Info,2024-10-21 12:55:26
6iG4Zp8HLOA,5,231352,4471,0,Info,2024-10-21 12:52:07
E-TA8hJIUk8,5,10455,322,22,Recreation,2024-10-21 12:40:42
gE4eK3He-7w,5,144268,3553,0,Info,2024-10-21 20:09:19
qWDt3sCTGFg,5,51486,2832,88,Recreation,2024-10-21 12:30:46
zZsgnPmP6lg,5,36987,3763,20,Info,2024-10-21 12:16:34
PYJ4do-OZAQ,5,150645,2163,156,Recreation,2024-10-21 22:35:01
_AlZYvis4uE,5,307092,2246,108,Recreation,2024-10-21 22:21:01
Nks9y_kpofE,5,24348,361,2,Info,2024-10-21 12:08:52
sMY2RlXdreo,5,34695,5178,176,Recreation,2024-10-21 12:01:12
u5us4Y5Q4AY,5,4382,861,13,Info,2024-10-21 12:01:11
jX9vfyAyELE,5,877,9,2,Recreation,2024-10-21 12:00:06
IXq9Ex6qLxY,5,22613,1115,100,Recreation,2024-10-21 11:53:17
00-9NCfhVF8,5,12745,1659,30,Recreation,2024-10-21 11:50:09
mb5ldcr1jbA,6,280162,1323,1,Info,2024-10-21 19:10:34
rtLGwJF9Jxc,6,99000,583,0,Recreation,2024-10-21 18:45:33
HAOgdVdSSkA,6,655745,0,6,Info,2024-10-21 18:41:24
WWeOBvAvwrY,6,77061,8307,1483,Info,2024-10-21 18:31:26
WunqF6zQnbI,6,64619,2038,58,Info,2024-10-21 18:10:08
rm4qj0SJKKE,6,64794,1857,230,Info,2024-10-21 20:26:07
uDvNq7vtGnM,6,5840,205,51,Recreation,2024-10-21 17:38:38
p8SIBaDl9PE,6,72816,920,0,Info,2024-10-21 17:37:58
q_V96gv_IDA,6,113074,1369,0,Info,2024-10-21 17:34:17
TS6wQl2Gq_Y,6,12182,516,3,Info,2024-10-21 17:24:21
CQMZndfGRWI,6,46341,4720,247,Recreation,2024-10-21 20:12:23
qX6MAp5qQrU,6,123338,7160,127,Info,2024-10-21 16:56:12
tcAExHTclc4,6,9462,75,0,Recreation,2024-10-21 16:22:16
95RPXz_h2Fw,6,15775,3176,287,Recreation,2024-10-21 16:13:57
6kKE4Rurmmk,6,8509,757,112,Recreation,2024-10-21 16:11:11
YRyo5vL6XsI,6,40803,5669,91,Recreation,2024-10-21 16:07:27
Y8hZ5i0TGIs,6,152294,1194,170,Info,2024-10-21 15:52:42
JrD7QKy8PUI,6,444,23,1,Info,2024-10-21 15:51:16
f7v8WJgChU8,6,470,12,0,Recreation,2024-10-21 15:30:18
zToiY455lhQ,6,1011973,158729,2760,Recreation,2024-10-21 15:06:25
uDVNRYxIMRE,6,77917,365,0,Recreation,2024-10-21 15:00:59
Yfcs9OPrQz8,6,167471,816,0,Info,2024-10-21 15:01:13
-n0waD4qzI4,6,20253,438,7,Recreation,2024-10-21 15:00:06
qfih0r0sq0c,6,28189,1085,9,Info,2024-10-21 14:44:32
NUzGaZkGTu4,6,82745,398,0,Recreation,2024-10-21 14:45:49
I1cPbwuMc3U,6,243245,636,2,Info,2024-10-21 14:29:42
3s6uanj_5DY,6,10103,710,75,Recreation,2024-10-21 14:26:44
XzW21Dj6PIQ,6,3006,259,4,Recreation,2024-10-21 14:15:02
bD-R-2DPzuc,6,635786,15069,219,Info,2024-10-21 14:05:31
f-Dvm17aVxk,6,13731,390,52,Recreation,2024-10-21 14:00:42
RzQpDaa2044,6,2203789,31330,35,Recreation,2024-10-21 13:32:11
Gs1r0uzedBw,6,1954,244,3,Info,2024-10-21 13:31:20
F4oaCRpuCtU,6,51433,388,59,Info,2024-10-21 13:28:10
ng_xV81XhHM,6,6503,38,56,Info,2024-10-21 13:03:08
yGLEpVbJm40,6,1463322,35471,8436,Info,2024-10-21 13:01:10
lKwo4S2VA3c,6,45184,252,6,Info,2024-10-21 13:01:47
T0sPOtCwXio,6,1333,315,15,Info,2024-10-21 12:55:26
6iG4Zp8HLOA,6,232129,4480,0,Info,2024-10-21 12:52:07
E-TA8hJIUk8,6,10560,322,22,Recreation,2024-10-21 12:40:42
gE4eK3He-7w,6,146011,3574,0,Info,2024-10-21 20:09:19
qWDt3sCTGFg,6,52831,2885,89,Recreation,2024-10-21 12:30:46
zZsgnPmP6lg,6,37102,3773,20,Info,2024-10-21 12:16:34
PYJ4do-OZAQ,6,155562,2225,206,Recreation,2024-10-21 22:35:01
_AlZYvis4uE,6,312473,2267,131,Recreation,2024-10-21 22:21:01
Nks9y_kpofE,6,24383,362,2,Info,2024-10-21 12:08:52
sMY2RlXdreo,6,35858,5300,176,Recreation,2024-10-21 12:01:12
u5us4Y5Q4AY,6,4623,905,13,Info,2024-10-21 12:01:11
jX9vfyAyELE,6,949,9,2,Recreation,2024-10-21 12:00:06
IXq9Ex6qLxY,6,22749,1121,101,Recreation,2024-10-21 11:53:17
00-9NCfhVF8,6,12855,1666,30,Recreation,2024-10-21 11:50:09
mb5ldcr1jbA,7,283305,1354,2,Info,2024-10-21 19:10:34
rtLGwJF9Jxc,7,99441,584,0,Recreation,2024-10-21 18:45:33
HAOgdVdSSkA,7,660112,0,6,Info,2024-10-21 18:41:24
WWeOBvAvwrY,7,78713,8420,1508,Info,2024-10-21 18:31:26
WunqF6zQnbI,7,66117,2066,65,Info,2024-10-21 18:10:08
rm4qj0SJKKE,7,67271,1896,245,Info,2024-10-21 20:26:07
uDvNq7vtGnM,7,6039,207,52,Recreation,2024-10-21 17:38:38
p8SIBaDl9PE,7,73418,923,0,Info,2024-10-21 17:37:58
q_V96gv_IDA,7,113771,1368,0,Info,2024-10-21 17:34:17
TS6wQl2Gq_Y,7,12291,518,3,Info,2024-10-21 17:24:21
CQMZndfGRWI,7,48497,4885,261,Recreation,2024-10-21 20:12:23
qX6MAp5qQrU,7,123910,7168,128,Info,2024-10-21 16:56:12
tcAExHTclc4,7,9473,75,0,Recreation,2024-10-21 16:22:16
95RPXz_h2Fw,7,16622,3263,306,Recreation,2024-10-21 16:13:57
6kKE4Rurmmk,7,8678,764,115,Recreation,2024-10-21 16:11:11
YRyo5vL6XsI,7,41201,5696,92,Recreation,2024-10-21 16:07:27
Y8hZ5i0TGIs,7,153253,1213,178,Info,2024-10-21 15:52:42
JrD7QKy8PUI,7,445,23,1,Info,2024-10-21 15:51:16
f7v8WJgChU8,7,471,12,0,Recreation,2024-10-21 15:30:18
zToiY455lhQ,7,1059452,171602,2834,Recreation,2024-10-21 15:06:25
uDVNRYxIMRE,7,78635,370,0,Recreation,2024-10-21 15:00:59
Yfcs9OPrQz8,7,172974,862,0,Info,2024-10-21 15:01:13
-n0waD4qzI4,7,21045,456,7,Recreation,2024-10-21 15:00:06
qfih0r0sq0c,7,28330,1086,9,Info,2024-10-21 14:44:32
NUzGaZkGTu4,7,82952,398,0,Recreation,2024-10-21 14:45:49
I1cPbwuMc3U,7,243602,637,2,Info,2024-10-21 14:29:42
3s6uanj_5DY,7,10182,716,76,Recreation,2024-10-21 14:26:44
XzW21Dj6PIQ,7,3090,263,4,Recreation,2024-10-21 14:15:02
bD-R-2DPzuc,7,647294,15295,223,Info,2024-10-21 14:05:31
f-Dvm17aVxk,7,14262,408,53,Recreation,2024-10-21 14:00:42
RzQpDaa2044,7,2204106,31336,35,Recreation,2024-10-21 13:32:11
Gs1r0uzedBw,7,2032,258,3,Info,2024-10-21 13:31:20
F4oaCRpuCtU,7,53827,404,60,Info,2024-10-21 13:28:10
ng_xV81XhHM,7,6509,38,56,Info,2024-10-21 13:03:08
yGLEpVbJm40,7,1540498,36205,8555,Info,2024-10-21 13:01:10
lKwo4S2VA3c,7,45477,253,7,Info,2024-10-21 13:01:47
T0sPOtCwXio,7,1370,322,15,Info,2024-10-21 12:55:26
6iG4Zp8HLOA,7,232668,4478,0,Info,2024-10-21 12:52:07
E-TA8hJIUk8,7,10626,323,23,Recreation,2024-10-21 12:40:42
gE4eK3He-7w,7,147201,3595,0,Info,2024-10-21 20:09:19
qWDt3sCTGFg,7,54054,2931,93,Recreation,2024-10-21 12:30:46
zZsgnPmP6lg,7,37187,3782,20,Info,2024-10-21 12:16:34
PYJ4do-OZAQ,7,159665,2276,313,Recreation,2024-10-21 22:35:01
_AlZYvis4uE,7,316558,2294,150,Recreation,2024-10-21 22:21:01
Nks9y_kpofE,7,24414,363,2,Info,2024-10-21 12:08:52
sMY2RlXdreo,7,36886,5410,178,Recreation,2024-10-21 12:01:12
u5us4Y5Q4AY,7,4930,948,13,Info,2024-10-21 12:01:11
jX9vfyAyELE,7,1053,9,2,Recreation,2024-10-21 12:00:06
IXq9Ex6qLxY,7,22889,1122,101,Recreation,2024-10-21 11:53:17
00-9NCfhVF8,7,12966,1670,30,Recreation,2024-10-21 11:50:09
mb5ldcr1jbA,8,290208,1373,2,Info,2024-10-21 19:10:34
rtLGwJF9Jxc,8,99826,586,0,Recreation,2024-10-21 18:45:33
HAOgdVdSSkA,8,665695,0,6,Info,2024-10-21 18:41:24
WWeOBvAvwrY,8,80120,8523,1537,Info,2024-10-21 18:31:26
WunqF6zQnbI,8,67464,2091,64,Info,2024-10-21 18:10:08
rm4qj0SJKKE,8,69320,1940,256,Info,2024-10-21 20:26:07
uDvNq7vtGnM,8,6204,208,58,Recreation,2024-10-21 17:38:38
p8SIBaDl9PE,8,74212,928,0,Info,2024-10-21 17:37:58
q_V96gv_IDA,8,114431,1370,0,Info,2024-10-21 17:34:17
TS6wQl2Gq_Y,8,12388,518,3,Info,2024-10-21 17:24:21
CQMZndfGRWI,8,50543,5014,274,Recreation,2024-10-21 20:12:23
qX6MAp5qQrU,8,124517,7182,130,Info,2024-10-21 16:56:12
tcAExHTclc4,8,9485,75,0,Recreation,2024-10-21 16:22:16
