Video ID,Session,View Count,Like Count,Comment Count,Video Category,Video Published At
95RPXz_h2Fw,8,17474,3361,334,Recreation,2024-10-21 16:13:57
6kKE4Rurmmk,8,8817,770,117,Recreation,2024-10-21 16:11:11
YRyo5vL6XsI,8,41511,5717,92,Recreation,2024-10-21 16:07:27
Y8hZ5i0TGIs,8,154557,1227,186,Info,2024-10-21 15:52:42
JrD7QKy8PUI,8,461,25,1,Info,2024-10-21 15:51:16
f7v8WJgChU8,8,471,12,0,Recreation,2024-10-21 15:30:18
zToiY455lhQ,8,1229213,182983,2901,Recreation,2024-10-21 15:06:25
uDVNRYxIMRE,8,79319,373,0,Recreation,2024-10-21 15:00:59
Yfcs9OPrQz8,8,182684,904,0,Info,2024-10-21 15:01:13
-n0waD4qzI4,8,22198,489,8,Recreation,2024-10-21 15:00:06
qfih0r0sq0c,8,28463,1089,10,Info,2024-10-21 14:44:32
NUzGaZkGTu4,8,83172,399,0,Recreation,2024-10-21 14:45:49
I1cPbwuMc3U,8,244215,640,2,Info,2024-10-21 14:29:42
3s6uanj_5DY,8,10258,723,77,Recreation,2024-10-21 14:26:44
XzW21Dj6PIQ,8,3204,263,5,Recreation,2024-10-21 14:15:02
bD-R-2DPzuc,8,668605,15454,224,Info,2024-10-21 14:05:31
f-Dvm17aVxk,8,14901,414,55,Recreation,2024-10-21 14:00:42
RzQpDaa2044,8,2204718,31335,35,Recreation,2024-10-21 13:32:11
Gs1r0uzedBw,8,2125,266,3,Info,2024-10-21 13:31:20
F4oaCRpuCtU,8,56489,413,62,Info,2024-10-21 13:28:10
ng_xV81XhHM,8,6526,38,56,Info,2024-10-21 13:03:08
yGLEpVbJm40,8,1605227,36789,8658,Info,2024-10-21 13:01:10
lKwo4S2VA3c,8,45743,256,7,Info,2024-10-21 13:01:47
T0sPOtCwXio,8,1428,329,15,Info,2024-10-21 12:55:26
6iG4Zp8HLOA,8,233232,4491,0,Info,2024-10-21 12:52:07
E-TA8hJIUk8,8,10683,323,23,Recreation,2024-10-21 12:40:42
gE4eK3He-7w,8,148320,3587,0,Info,2024-10-21 20:09:19
qWDt3sCTGFg,8,55374,2988,95,Recreation,2024-10-21 12:30:46
zZsgnPmP6lg,8,37313,3785,21,Info,2024-10-21 12:16:34
PYJ4do-OZAQ,8,163578,2311,385,Recreation,2024-10-21 22:35:01
_AlZYvis4uE,8,320305,2313,160,Recreation,2024-10-21 22:21:01
Nks9y_kpofE,8,24452,363,2,Info,2024-10-21 12:08:52
sMY2RlXdreo,8,37965,5538,177,Recreation,2024-10-21 12:01:12
u5us4Y5Q4AY,8,5312,994,13,Info,2024-10-21 12:01:11
jX9vfyAyELE,8,1202,9,2,Recreation,2024-10-21 12:00:06
IXq9Ex6qLxY,8,23003,1126,101,Recreation,2024-10-21 11:53:17
00-9NCfhVF8,8,13086,1672,30,Recreation,2024-10-21 11:50:09
mb5ldcr1jbA,9,296018,1392,2,Info,2024-10-21 19:10:34
rtLGwJF9Jxc,9,100138,588,0,Recreation,2024-10-21 18:45:33
HAOgdVdSSkA,9,669227,0,6,Info,2024-10-21 18:41:24
WWeOBvAvwrY,9,81273,8683,1581,Info,2024-10-21 18:31:26
WunqF6zQnbI,9,68387,2098,64,Info,2024-10-21 18:10:08
rm4qj0SJKKE,9,71140,1993,268,Info,2024-10-21 20:26:07
uDvNq7vtGnM,9,6327,208,59,Recreation,2024-10-21 17:38:38
p8SIBaDl9PE,9,74648,932,0,Info,2024-10-21 17:37:58
q_V96gv_IDA,9,114951,1376,0,Info,2024-10-21 17:34:17
TS6wQl2Gq_Y,9,12453,520,3,Info,2024-10-21 17:24:21
CQMZndfGRWI,9,52036,5092,279,Recreation,2024-10-21 20:12:23
qX6MAp5qQrU,9,124918,7188,131,Info,2024-10-21 16:56:12
tcAExHTclc4,9,9499,75,0,Recreation,2024-10-21 16:22:16
95RPXz_h2Fw,9,18196,3430,346,Recreation,2024-10-21 16:13:57
6kKE4Rurmmk,9,8929,774,120,Recreation,2024-10-21 16:11:11
YRyo5vL6XsI,9,41754,5742,92,Recreation,2024-10-21 16:07:27
Y8hZ5i0TGIs,9,155848,1243,198,Info,2024-10-21 15:52:42
JrD7QKy8PUI,9,461,25,1,Info,2024-10-21 15:51:16
f7v8WJgChU8,9,471,12,0,Recreation,2024-10-21 15:30:18
zToiY455lhQ,9,1426408,194618,2962,Recreation,2024-10-21 15:06:25
uDVNRYxIMRE,9,79868,376,0,Recreation,2024-10-21 15:00:59
Yfcs9OPrQz8,9,192496,954,0,Info,2024-10-21 15:01:13
-n0waD4qzI4,9,23484,522,10,Recreation,2024-10-21 15:00:06
qfih0r0sq0c,9,28587,1093,10,Info,2024-10-21 14:44:32
NUzGaZkGTu4,9,83399,400,0,Recreation,2024-10-21 14:45:49
I1cPbwuMc3U,9,244983,642,2,Info,2024-10-21 14:29:42
3s6uanj_5DY,9,10326,725,77,Recreation,2024-10-21 14:26:44
XzW21Dj6PIQ,9,3280,269,5,Recreation,2024-10-21 14:15:02
bD-R-2DPzuc,9,688326,15600,226,Info,2024-10-21 14:05:31
f-Dvm17aVxk,9,15348,424,56,Recreation,2024-10-21 14:00:42
RzQpDaa2044,9,2205246,31340,35,Recreation,2024-10-21 13:32:11
Gs1r0uzedBw,9,2230,275,3,Info,2024-10-21 13:31:20
F4oaCRpuCtU,9,58633,429,67,Info,2024-10-21 13:28:10
ng_xV81XhHM,9,6526,38,56,Info,2024-10-21 13:03:08
yGLEpVbJm40,9,1654442,37254,8745,Info,2024-10-21 13:01:10
lKwo4S2VA3c,9,46000,256,7,Info,2024-10-21 13:01:47
T0sPOtCwXio,9,1467,337,16,Info,2024-10-21 12:55:26
6iG4Zp8HLOA,9,233667,4491,0,Info,2024-10-21 12:52:07
E-TA8hJIUk8,9,10741,327,23,Recreation,2024-10-21 12:40:42
gE4eK3He-7w,9,149255,3585,0,Info,2024-10-21 20:09:19
qWDt3sCTGFg,9,56490,3040,96,Recreation,2024-10-21 12:30:46
zZsgnPmP6lg,9,37425,3791,21,Info,2024-10-21 12:16:34
PYJ4do-OZAQ,9,166565,2344,453,Recreation,2024-10-21 22:35:01
_AlZYvis4uE,9,323296,2332,170,Recreation,2024-10-21 22:21:01
Nks9y_kpofE,9,24466,364,2,Info,2024-10-21 12:08:52
sMY2RlXdreo,9,39071,5645,178,Recreation,2024-10-21 12:01:12
u5us4Y5Q4AY,9,5582,1024,13,Info,2024-10-21 12:01:11
jX9vfyAyELE,9,1336,9,2,Recreation,2024-10-21 12:00:06
IXq9Ex6qLxY,9,23096,1128,101,Recreation,2024-10-21 11:53:17
00-9NCfhVF8,9,13190,1676,30,Recreation,2024-10-21 11:50:09
mb5ldcr1jbA,10,301444,1403,2,Info,2024-10-21 19:10:34
rtLGwJF9Jxc,10,100433,589,0,Recreation,2024-10-21 18:45:33
HAOgdVdSSkA,10,671832,0,6,Info,2024-10-21 18:41:24
WWeOBvAvwrY,10,82521,8868,1618,Info,2024-10-21 18:31:26
WunqF6zQnbI,10,68992,2107,66,Info,2024-10-21 18:10:08
rm4qj0SJKKE,10,72969,2033,287,Info,2024-10-21 20:26:07
uDvNq7vtGnM,10,6405,208,59,Recreation,2024-10-21 17:38:38
p8SIBaDl9PE,10,74917,935,0,Info,2024-10-21 17:37:58
q_V96gv_IDA,10,115590,1383,0,Info,2024-10-21 17:34:17
TS6wQl2Gq_Y,10,12563,520,3,Info,2024-10-21 17:24:21
CQMZndfGRWI,10,53341,5148,284,Recreation,2024-10-21 20:12:23
qX6MAp5qQrU,10,125200,7190,134,Info,2024-10-21 16:56:12
tcAExHTclc4,10,9516,75,0,Recreation,2024-10-21 16:22:16
95RPXz_h2Fw,10,18940,3493,359,Recreation,2024-10-21 16:13:57
6kKE4Rurmmk,10,9012,780,121,Recreation,2024-10-21 16:11:11
YRyo5vL6XsI,10,42014,5760,92,Recreation,2024-10-21 16:07:27
Y8hZ5i0TGIs,10,157139,1260,205,Info,2024-10-21 15:52:42
JrD7QKy8PUI,10,461,25,1,Info,2024-10-21 15:51:16
f7v8WJgChU8,10,484,12,0,Recreation,2024-10-21 15:30:18
zToiY455lhQ,10,1624927,206438,3020,Recreation,2024-10-21 15:06:25
uDVNRYxIMRE,10,80375,376,0,Recreation,2024-10-21 15:00:59
Yfcs9OPrQz8,10,199999,1008,0,Info,2024-10-21 15:01:13
-n0waD4qzI4,10,24831,542,10,Recreation,2024-10-21 15:00:06
qfih0r0sq0c,10,28716,1095,10,Info,2024-10-21 14:44:32
NUzGaZkGTu4,10,83607,400,0,Recreation,2024-10-21 14:45:49
I1cPbwuMc3U,10,245823,646,2,Info,2024-10-21 14:29:42
3s6uanj_5DY,10,10364,726,77,Recreation,2024-10-21 14:26:44
XzW21Dj6PIQ,10,3369,273,5,Recreation,2024-10-21 14:15:02
bD-R-2DPzuc,10,703759,15704,228,Info,2024-10-21 14:05:31
f-Dvm17aVxk,10,15644,428,56,Recreation,2024-10-21 14:00:42
RzQpDaa2044,10,2205962,31347,35,Recreation,2024-10-21 13:32:11
Gs1r0uzedBw,10,2326,282,3,Info,2024-10-21 13:31:20
F4oaCRpuCtU,10,60359,443,67,Info,2024-10-21 13:28:10
ng_xV81XhHM,10,6526,38,56,Info,2024-10-21 13:03:08
yGLEpVbJm40,10,1693000,37574,8823,Info,2024-10-21 13:01:10
lKwo4S2VA3c,10,46217,257,7,Info,2024-10-21 13:01:47
T0sPOtCwXio,10,1509,346,16,Info,2024-10-21 12:55:26
6iG4Zp8HLOA,10,234170,4501,0,Info,2024-10-21 12:52:07
E-TA8hJIUk8,10,10815,333,23,Recreation,2024-10-21 12:40:42
gE4eK3He-7w,10,150205,3605,0,Info,2024-10-21 20:09:19
qWDt3sCTGFg,10,57803,3078,98,Recreation,2024-10-21 12:30:46
zZsgnPmP6lg,10,37521,3795,21,Info,2024-10-21 12:16:34
PYJ4do-OZAQ,10,169019,2376,497,Recreation,2024-10-21 22:35:01
_AlZYvis4uE,10,325691,2343,184,Recreation,2024-10-21 22:21:01
Nks9y_kpofE,10,24500,364,2,Info,2024-10-21 12:08:52
sMY2RlXdreo,10,40385,5723,179,Recreation,2024-10-21 12:01:12
u5us4Y5Q4AY,10,5804,1040,16,Info,2024-10-21 12:01:11
jX9vfyAyELE,10,1445,9,2,Recreation,2024-10-21 12:00:06
IXq9Ex6qLxY,10,23196,1131,101,Recreation,2024-10-21 11:53:17
00-9NCfhVF8,10,13318,1679,30,Recreation,2024-10-21 11:50:09
mb5ldcr1jbA,11,305825,1410,2,Info,2024-10-21 19:10:34
rtLGwJF9Jxc,11,100783,589,0,Recreation,2024-10-21 18:45:33
HAOgdVdSSkA,11,674181,0,7,Info,2024-10-21 18:41:24
WWeOBvAvwrY,11,84174,9061,1653,Info,2024-10-21 18:31:26
WunqF6zQnbI,11,69376,2113,66,Info,2024-10-21 18:10:08
rm4qj0SJKKE,11,74798,2057,298,Info,2024-10-21 20:26:07
uDvNq7vtGnM,11,6479,208,59,Recreation,2024-10-21 17:38:38
p8SIBaDl9PE,11,75080,936,0,Info,2024-10-21 17:37:58
q_V96gv_IDA,11,116313,1390,0,Info,2024-10-21 17:34:17
TS6wQl2Gq_Y,11,12611,521,3,Info,2024-10-21 17:24:21
CQMZndfGRWI,11,54184,5181,284,Recreation,2024-10-21 20:12:23
qX6MAp5qQrU,11,125394,7193,134,Info,2024-10-21 16:56:12
tcAExHTclc4,11,9546,75,0,Recreation,2024-10-21 16:22:16
95RPXz_h2Fw,11,19637,3563,379,Recreation,2024-10-21 16:13:57
6kKE4Rurmmk,11,9109,785,130,Recreation,2024-10-21 16:11:11
YRyo5vL6XsI,11,42226,5775,92,Recreation,2024-10-21 16:07:27
Y8hZ5i0TGIs,11,158303,1279,216,Info,2024-10-21 15:52:42
JrD7QKy8PUI,11,461,25,1,Info,2024-10-21 15:51:16
f7v8WJgChU8,11,489,12,0,Recreation,2024-10-21 15:30:18
zToiY455lhQ,11,1838251,216596,3068,Recreation,2024-10-21 15:06:25
uDVNRYxIMRE,11,80891,380,0,Recreation,2024-10-21 15:00:59
Yfcs9OPrQz8,11,207985,1046,0,Info,2024-10-21 15:01:13
-n0waD4qzI4,11,26015,570,11,Recreation,2024-10-21 15:00:06
qfih0r0sq0c,11,28816,1095,10,Info,2024-10-21 14:44:32
NUzGaZkGTu4,11,83782,401,0,Recreation,2024-10-21 14:45:49
I1cPbwuMc3U,11,246579,647,2,Info,2024-10-21 14:29:42
3s6uanj_5DY,11,10429,728,77,Recreation,2024-10-21 14:26:44
XzW21Dj6PIQ,11,3439,278,5,Recreation,2024-10-21 14:15:02
bD-R-2DPzuc,11,715954,15793,230,Info,2024-10-21 14:05:31
f-Dvm17aVxk,11,15883,431,56,Recreation,2024-10-21 14:00:42
RzQpDaa2044,11,2206677,31351,35,Recreation,2024-10-21 13:32:11
Gs1r0uzedBw,11,2410,288,3,Info,2024-10-21 13:31:20
F4oaCRpuCtU,11,62576,455,69,Info,2024-10-21 13:28:10
ng_xV81XhHM,11,6554,38,56,Info,2024-10-21 13:03:08
yGLEpVbJm40,11,1721313,37786,8864,Info,2024-10-21 13:01:10
lKwo4S2VA3c,11,46413,257,7,Info,2024-10-21 13:01:47
T0sPOtCwXio,11,1549,356,16,Info,2024-10-21 12:55:26
6iG4Zp8HLOA,11,234794,4508,0,Info,2024-10-21 12:52:07
E-TA8hJIUk8,11,10978,337,24,Recreation,2024-10-21 12:40:42
gE4eK3He-7w,11,151405,3630,0,Info,2024-10-21 20:09:19
qWDt3sCTGFg,11,58747,3113,100,Recreation,2024-10-21 12:30:46
zZsgnPmP6lg,11,37618,3802,21,Info,2024-10-21 12:16:34
PYJ4do-OZAQ,11,171012,2397,522,Recreation,2024-10-21 22:35:01
_AlZYvis4uE,11,327572,2351,189,Recreation,2024-10-21 22:21:01
Nks9y_kpofE,11,24500,364,2,Info,2024-10-21 12:08:52
sMY2RlXdreo,11,41537,5786,182,Recreation,2024-10-21 12:01:12
u5us4Y5Q4AY,11,5946,1051,16,Info,2024-10-21 12:01:11
jX9vfyAyELE,11,1569,10,2,Recreation,2024-10-21 12:00:06
IXq9Ex6qLxY,11,23307,1132,101,Recreation,2024-10-21 11:53:17
00-9NCfhVF8,11,13411,1683,30,Recreation,2024-10-21 11:50:09
mb5ldcr1jbA,12,309264,1416,2,Info,2024-10-21 19:10:34
rtLGwJF9Jxc,12,101082,589,0,Recreation,2024-10-21 18:45:33
HAOgdVdSSkA,12,676228,0,7,Info,2024-10-21 18:41:24
WWeOBvAvwrY,12,85739,9314,1688,Info,2024-10-21 18:31:26
WunqF6zQnbI,12,69615,2119,66,Info,2024-10-21 18:10:08
rm4qj0SJKKE,12,76386,2094,313,Info,2024-10-21 20:26:07
uDvNq7vtGnM,12,6531,208,59,Recreation,2024-10-21 17:38:38
p8SIBaDl9PE,12,75236,936,0,Info,2024-10-21 17:37:58
q_V96gv_IDA,12,117282,1394,0,Info,2024-10-21 17:34:17
TS6wQl2Gq_Y,12,12660,523,3,Info,2024-10-21 17:24:21
CQMZndfGRWI,12,54639,5205,287,Recreation,2024-10-21 20:12:23
qX6MAp5qQrU,12,125550,7196,135,Info,2024-10-21 16:56:12
tcAExHTclc4,12,9570,75,0,Recreation,2024-10-21 16:22:16
95RPXz_h2Fw,12,20219,3610,386,Recreation,2024-10-21 16:13:57
6kKE4Rurmmk,12,9187,784,133,Recreation,2024-10-21 16:11:11
YRyo5vL6XsI,12,42412,5786,92,Recreation,2024-10-21 16:07:27
Y8hZ5i0TGIs,12,159513,1301,228,Info,2024-10-21 15:52:42
JrD7QKy8PUI,12,520,26,1,Info,2024-10-21 15:51:16
f7v8WJgChU8,12,490,12,0,Recreation,2024-10-21 15:30:18
zToiY455lhQ,12,2040309,226597,3110,Recreation,2024-10-21 15:06:25
uDVNRYxIMRE,12,81557,382,0,Recreation,2024-10-21 15:00:59
-n0waD4qzI4,12,27109,607,11,Recreation,2024-10-21 15:00:06
qfih0r0sq0c,12,28889,1097,10,Info,2024-10-21 14:44:32
NUzGaZkGTu4,12,83947,401,0,Recreation,2024-10-21 14:45:49
I1cPbwuMc3U,12,247192,650,2,Info,2024-10-21 14:29:42
3s6uanj_5DY,12,10478,729,77,Recreation,2024-10-21 14:26:44
XzW21Dj6PIQ,12,3506,283,5,Recreation,2024-10-21 14:15:02
bD-R-2DPzuc,12,725964,15875,232,Info,2024-10-21 14:05:31
f-Dvm17aVxk,12,16019,434,56,Recreation,2024-10-21 14:00:42
RzQpDaa2044,12,2207439,31352,36,Recreation,2024-10-21 13:32:11
Gs1r0uzedBw,12,2487,298,3,Info,2024-10-21 13:31:20
F4oaCRpuCtU,12,64401,473,73,Info,2024-10-21 13:28:10
ng_xV81XhHM,12,6555,38,56,Info,2024-10-21 13:03:08
yGLEpVbJm40,12,1736134,37946,8910,Info,2024-10-21 13:01:10
lKwo4S2VA3c,12,46514,258,7,Info,2024-10-21 13:01:47
T0sPOtCwXio,12,1589,367,17,Info,2024-10-21 12:55:26
6iG4Zp8HLOA,12,235470,4506,0,Info,2024-10-21 12:52:07
E-TA8hJIUk8,12,11265,346,24,Recreation,2024-10-21 12:40:42
gE4eK3He-7w,12,153099,3663,0,Info,2024-10-21 20:09:19
qWDt3sCTGFg,12,59635,3157,100,Recreation,2024-10-21 12:30:46
zZsgnPmP6lg,12,37706,3804,21,Info,2024-10-21 12:16:34
PYJ4do-OZAQ,12,172662,2412,553,Recreation,2024-10-21 22:35:01
_AlZYvis4uE,12,329009,2360,195,Recreation,2024-10-21 22:21:01
Nks9y_kpofE,12,24500,364,2,Info,2024-10-21 12:08:52
sMY2RlXdreo,12,42379,5896,183,Recreation,2024-10-21 12:01:12
u5us4Y5Q4AY,12,6054,1061,16,Info,2024-10-21 12:01:11
jX9vfyAyELE,12,1677,10,2,Recreation,2024-10-21 12:00:06
IXq9Ex6qLxY,12,23406,1133,101,Recreation,2024-10-21 11:53:17
00-9NCfhVF8,12,13500,1689,30,Recreation,2024-10-21 11:50:09
mb5ldcr1jbA,13,312323,1422,4,Info,2024-10-21 19:10:34
rtLGwJF9Jxc,13,101461,590,0,Recreation,2024-10-21 18:45:33
HAOgdVdSSkA,13,678405,0,7,Info,2024-10-21 18:41:24
WWeOBvAvwrY,13,88102,9540,1743,Info,2024-10-21 18:31:26
WunqF6zQnbI,13,69818,2125,68,Info,2024-10-21 18:10:08
rm4qj0SJKKE,13,77972,2107,303,Info,2024-10-21 20:26:07
uDvNq7vtGnM,13,6562,209,59,Recreation,2024-10-21 17:38:38
p8SIBaDl9PE,13,75381,937,0,Info,2024-10-21 17:37:58
q_V96gv_IDA,13,118440,1401,0,Info,2024-10-21 17:34:17
TS6wQl2Gq_Y,13,12703,524,3,Info,2024-10-21 17:24:21
CQMZndfGRWI,13,54987,5239,294,Recreation,2024-10-21 20:12:23
qX6MAp5qQrU,13,125654,7197,135,Info,2024-10-21 16:56:12
tcAExHTclc4,13,9618,76,0,Recreation,2024-10-21 16:22:16
95RPXz_h2Fw,13,20788,3644,393,Recreation,2024-10-21 16:13:57
6kKE4Rurmmk,13,9262,787,134,Recreation,2024-10-21 16:11:11
YRyo5vL6XsI,13,42589,5793,94,Recreation,2024-10-21 16:07:27
Y8hZ5i0TGIs,13,160943,1318,235,Info,2024-10-21 15:52:42
JrD7QKy8PUI,13,520,26,1,Info,2024-10-21 15:51:16
f7v8WJgChU8,13,490,12,0,Recreation,2024-10-21 15:30:18
zToiY455lhQ,13,2235190,236430,3159,Recreation,2024-10-21 15:06:25
uDVNRYxIMRE,13,82414,384,0,Recreation,2024-10-21 15:00:59
-n0waD4qzI4,13,28229,628,14,Recreation,2024-10-21 15:00:06
qfih0r0sq0c,13,28966,1099,10,Info,2024-10-21 14:44:32
NUzGaZkGTu4,13,84128,401,0,Recreation,2024-10-21 14:45:49
I1cPbwuMc3U,13,247825,651,3,Info,2024-10-21 14:29:42
3s6uanj_5DY,13,10516,731,77,Recreation,2024-10-21 14:26:44
XzW21Dj6PIQ,13,3567,285,5,Recreation,2024-10-21 14:15:02
bD-R-2DPzuc,13,734841,15935,233,Info,2024-10-21 14:05:31
f-Dvm17aVxk,13,16133,435,56,Recreation,2024-10-21 14:00:42
RzQpDaa2044,13,2208265,31353,36,Recreation,2024-10-21 13:32:11
Gs1r0uzedBw,13,2572,302,3,Info,2024-10-21 13:31:20
F4oaCRpuCtU,13,65879,484,74,Info,2024-10-21 13:28:10
ng_xV81XhHM,13,6567,38,56,Info,2024-10-21 13:03:08
yGLEpVbJm40,13,1746628,38092,8937,Info,2024-10-21 13:01:10
lKwo4S2VA3c,13,46579,258,7,Info,2024-10-21 13:01:47
T0sPOtCwXio,13,1623,378,17,Info,2024-10-21 12:55:26
6iG4Zp8HLOA,13,236302,4513,0,Info,2024-10-21 12:52:07
E-TA8hJIUk8,13,11587,352,24,Recreation,2024-10-21 12:40:42
gE4eK3He-7w,13,155123,3681,0,Info,2024-10-21 20:09:19
qWDt3sCTGFg,13,60618,3211,101,Recreation,2024-10-21 12:30:46
zZsgnPmP6lg,13,37779,3807,21,Info,2024-10-21 12:16:34
PYJ4do-OZAQ,13,174044,2430,573,Recreation,2024-10-21 22:35:01
_AlZYvis4uE,13,330122,2362,195,Recreation,2024-10-21 22:21:01
Nks9y_kpofE,13,24500,364,2,Info,2024-10-21 12:08:52
sMY2RlXdreo,13,43285,6003,184,Recreation,2024-10-21 12:01:12
u5us4Y5Q4AY,13,6138,1072,16,Info,2024-10-21 12:01:11
jX9vfyAyELE,13,1780,10,2,Recreation,2024-10-21 12:00:06
IXq9Ex6qLxY,13,23505,1133,101,Recreation,2024-10-21 11:53:17
00-9NCfhVF8,13,13624,1691,30,Recreation,2024-10-21 11:50:09
mb5ldcr1jbA,14,314550,1427,4,Info,2024-10-21 19:10:34
rtLGwJF9Jxc,14,101868,591,0,Recreation,2024-10-21 18:45:33
HAOgdVdSSkA,14,680378,0,7,Info,2024-10-21 18:41:24
WWeOBvAvwrY,14,90714,9735,1783,Info,2024-10-21 18:31:26
WunqF6zQnbI,14,70000,2129,68,Info,2024-10-21 18:10:08
rm4qj0SJKKE,14,79432,2116,312,Info,2024-10-21 20:26:07
uDvNq7vtGnM,14,6598,211,59,Recreation,2024-10-21 17:38:38
p8SIBaDl9PE,14,75494,940,0,Info,2024-10-21 17:37:58
q_V96gv_IDA,14,119517,1405,0,Info,2024-10-21 17:34:17
TS6wQl2Gq_Y,14,12746,526,3,Info,2024-10-21 17:24:21
CQMZndfGRWI,14,55281,5291,297,Recreation,2024-10-21 20:12:23
qX6MAp5qQrU,14,125733,7201,137,Info,2024-10-21 16:56:12
tcAExHTclc4,14,9657,77,0,Recreation,2024-10-21 16:22:16
95RPXz_h2Fw,14,21206,3677,396,Recreation,2024-10-21 16:13:57
6kKE4Rurmmk,14,9331,792,134,Recreation,2024-10-21 16:11:11
YRyo5vL6XsI,14,42714,5810,95,Recreation,2024-10-21 16:07:27
Y8hZ5i0TGIs,14,162155,1325,245,Info,2024-10-21 15:52:42
JrD7QKy8PUI,14,543,26,1,Info,2024-10-21 15:51:16
f7v8WJgChU8,14,490,12,0,Recreation,2024-10-21 15:30:18
zToiY455lhQ,14,2397946,248071,3220,Recreation,2024-10-21 15:06:25
uDVNRYxIMRE,14,83449,388,0,Recreation,2024-10-21 15:00:59
-n0waD4qzI4,14,29301,656,15,Recreation,2024-10-21 15:00:06
qfih0r0sq0c,14,29056,1097,11,Info,2024-10-21 14:44:32
NUzGaZkGTu4,14,84278,402,0,Recreation,2024-10-21 14:45:49
I1cPbwuMc3U,14,248383,652,3,Info,2024-10-21 14:29:42
3s6uanj_5DY,14,10568,732,77,Recreation,2024-10-21 14:26:44
XzW21Dj6PIQ,14,3606,291,5,Recreation,2024-10-21 14:15:02
bD-R-2DPzuc,14,741839,15996,234,Info,2024-10-21 14:05:31
f-Dvm17aVxk,14,16214,437,56,Recreation,2024-10-21 14:00:42
RzQpDaa2044,14,2208991,31354,37,Recreation,2024-10-21 13:32:11
Gs1r0uzedBw,14,2620,306,3,Info,2024-10-21 13:31:20
F4oaCRpuCtU,14,67598,495,76,Info,2024-10-21 13:28:10
ng_xV81XhHM,14,6577,38,57,Info,2024-10-21 13:03:08
yGLEpVbJm40,14,1754103,38270,8962,Info,2024-10-21 13:01:10
lKwo4S2VA3c,14,46599,260,7,Info,2024-10-21 13:01:47
T0sPOtCwXio,14,1663,388,17,Info,2024-10-21 12:55:26
6iG4Zp8HLOA,14,237092,4520,0,Info,2024-10-21 12:52:07
E-TA8hJIUk8,14,11947,356,24,Recreation,2024-10-21 12:40:42
gE4eK3He-7w,14,156940,3691,0,Info,2024-10-21 20:09:19
qWDt3sCTGFg,14,61629,3266,102,Recreation,2024-10-21 12:30:46
zZsgnPmP6lg,14,37853,3813,21,Info,2024-10-21 12:16:34
PYJ4do-OZAQ,14,175839,2444,585,Recreation,2024-10-21 22:35:01
_AlZYvis4uE,14,331680,2371,197,Recreation,2024-10-21 22:21:01
Nks9y_kpofE,14,24545,364,2,Info,2024-10-21 12:08:52
sMY2RlXdreo,14,44224,6137,185,Recreation,2024-10-21 12:01:12
u5us4Y5Q4AY,14,6197,1086,16,Info,2024-10-21 12:01:11
jX9vfyAyELE,14,1829,11,2,Recreation,2024-10-21 12:00:06
IXq9Ex6qLxY,14,23589,1133,101,Recreation,2024-10-21 11:53:17
00-9NCfhVF8,14,13747,1693,30,Recreation,2024-10-21 11:50:09
mb5ldcr1jbA,15,317154,1434,4,Info,2024-10-21 19:10:34
rtLGwJF9Jxc,15,102185,593,0,Recreation,2024-10-21 18:45:33
HAOgdVdSSkA,15,682537,0,7,Info,2024-10-21 18:41:24
WWeOBvAvwrY,15,93526,9897,1814,Info,2024-10-21 18:31:26
WunqF6zQnbI,15,70176,2134,68,Info,2024-10-21 18:10:08
rm4qj0SJKKE,15,80600,2142,302,Info,2024-10-21 20:26:07
uDvNq7vtGnM,15,6628,211,61,Recreation,2024-10-21 17:38:38
p8SIBaDl9PE,15,75634,941,0,Info,2024-10-21 17:37:58
q_V96gv_IDA,15,120575,1408,0,Info,2024-10-21 17:34:17
TS6wQl2Gq_Y,15,12806,527,3,Info,2024-10-21 17:24:21
CQMZndfGRWI,15,55684,5371,299,Recreation,2024-10-21 20:12:23
qX6MAp5qQrU,15,125821,7205,138,Info,2024-10-21 16:56:12
tcAExHTclc4,15,9707,77,0,Recreation,2024-10-21 16:22:16
95RPXz_h2Fw,15,21590,3716,411,Recreation,2024-10-21 16:13:57
6kKE4Rurmmk,15,9391,794,134,Recreation,2024-10-21 16:11:11
YRyo5vL6XsI,15,42913,5828,95,Recreation,2024-10-21 16:07:27
Y8hZ5i0TGIs,15,163192,1334,248,Info,2024-10-21 15:52:42
JrD7QKy8PUI,15,519,26,1,Info,2024-10-21 15:51:16
f7v8WJgChU8,15,493,12,0,Recreation,2024-10-21 15:30:18
zToiY455lhQ,15,2602884,261060,3290,Recreation,2024-10-21 15:06:25
uDVNRYxIMRE,15,84283,391,0,Recreation,2024-10-21 15:00:59
-n0waD4qzI4,15,30494,670,15,Recreation,2024-10-21 15:00:06
qfih0r0sq0c,15,29111,1099,11,Info,2024-10-21 14:44:32
NUzGaZkGTu4,15,84467,403,0,Recreation,2024-10-21 14:45:49
I1cPbwuMc3U,15,249063,653,3,Info,2024-10-21 14:29:42
3s6uanj_5DY,15,10590,735,78,Recreation,2024-10-21 14:26:44
XzW21Dj6PIQ,15,3657,295,6,Recreation,2024-10-21 14:15:02
bD-R-2DPzuc,15,750036,16034,235,Info,2024-10-21 14:05:31
f-Dvm17aVxk,15,16289,437,58,Recreation,2024-10-21 14:00:42
RzQpDaa2044,15,2210055,31359,38,Recreation,2024-10-21 13:32:11
